Record_ID,Country,Region,Device_Category,Device_Subcategory,Product_Name,Manufacturer,SKU_Code,Launch_Year,Market_Segment,Regulatory_Status,Units_Sold_2022,Units_Sold_2023,Units_Sold_2024,ASP_USD_2022,ASP_USD_2023,ASP_USD_2024,Revenue_2022_USD,Revenue_2023_USD,Revenue_2024_USD,YoY_Growth_2023,YoY_Growth_2024,CAGR_2022_2024,Market_Share_Pct,Competitor_Rank,Clinical_Trials,Patent_Status,Reimbursement_Coverage,Survey_Satisfaction_Score,Data_Quality_Flag
MD-0082,Brazil,Latin America,Neurology,Neurostents,BOST Neurostents Pro 284,Boston Scientific,SKU-NEU-9129,2021,Home Care,PMDA Approved,34531,33495,29715,6396.27,6507.35,7024.43,220869599.4,217963688.3,208730937.5,-0.030002027,-0.112852665,-0.072351836,12.07,5,1,Filed,Unknown,3.2,Review
MD-0083,Australia,Asia Pacific,Ophthalmology,OCT Devices,BOST OCT Pro 158,Boston Scientific,SKU-OPH-8272,2015,Home Care,FDA Approved,48132,59756,60272,14972.35,14975.36,16140.49,720649150.2,894867612.2,972819613.3,0.241502535,0.008635116,0.119027727,13.62,3,5,Active,Pending,4.0,Clean
MD-0084,Japan,Asia Pacific,Wound Care,Dressings,MEDT Dressings Pro 480,Medtronic,SKU-WOU-3068,2011,Ambulatory Surgery Center,PMDA Approved,24233,24773,27380,9096.17,9502.74,10209.46,220427487.6,235411378.0,279535014.8,0.022283663,0.105235539,0.062950721,6.92,6,9,Licensed,Full,3.3,Clean
MD-0085,China,Asia Pacific,Cardiovascular,Pacemakers,DEPU Pacemakers Pro 810,DePuy Synthes,SKU-CAR-4048,2017,Long-Term Care,Under Review,37309,33689,40384,10575.37,10507.72,10899.73,394556479.3,353994579.1,440174696.3,-0.097027527,0.198729556,0.040394056,1.8,3,1,Licensed,Partial,3.3,Review
MD-0086,Germany,Europe,Wound Care,Compression Systems,SMIT Compression Pro 278,Smith+Nephew,SKU-WOU-6692,2021,Hospital,Conditional Approval,36031,35334,34803,2404.7,2520.25,2638.76,86643745.7,89050513.5,91836764.28,-0.019344453,-0.015028018,-0.017188606,14.36,4,1,Filed,Partial,5.0,Review
MD-0087,USA,North America,Orthopaedics,Spine Fixation,SIEM Spine Pro 688,Siemens Healthineers,SKU-ORT-3126,2019,Hospital,FDA Approved,20769,21374,25063,7206.04,7315.48,7425.49,149662244.8,156361069.5,186105055.9,0.029129953,0.17259287,0.098521937,8.37,11,5,Active,Partial,4.3,Clean
MD-0088,France,Europe,Diagnostics,CT Scanners,INTU CT Pro 631,Intuitive Surgical,SKU-DIA-3114,2016,Long-Term Care,FDA Approved,8637,9355,9232,2471.41,2651.38,2637.6,21345568.17,24803659.9,24350323.2,0.083130717,-0.013148049,0.033871201,17.24,5,4,Filed,Full,3.4,Clean
MD-0089,UK,Europe,Diabetes Care,CGM Sensors,GE H CGM Pro 945,GE Healthcare,SKU-DIA-3762,2019,Long-Term Care,CE Marked,11719,13435,15776,9096.83,9667.0,9976.32,106605750.8,129876145.0,157386424.3,0.146428876,0.174246371,0.16025426,13.99,5,0,Active,Full,4.9,Clean
MD-0090,Australia,Asia Pacific,Neurology,Deep Brain Stimulators,SIEM Deep Pro 550,Siemens Healthineers,SKU-NEU-9938,2014,Outpatient Clinic,Under Review,16548,20057,23230,4496.64,4397.84,4294.89,74410398.72,88207476.88,99770294.7,0.212049795,0.158199132,0.18481856,11.12,6,7,Licensed,Pending,3.4,Clean
MD-0091,France,Europe,Neurology,EEG Systems,INTU EEG Pro 493,Intuitive Surgical,SKU-NEU-7070,2018,Long-Term Care,FDA Approved,21413,20530,18582,6771.46,6673.25,6510.2,144997273.0,137001822.5,120972536.4,-0.041236632,-0.094885533,-0.068447213,16.84,12,2,Licensed,Partial,4.6,Clean
MD-0092,China,Asia Pacific,Wound Care,Skin Substitutes,SIEM Skin Pro 461,Siemens Healthineers,SKU-WOU-9433,2017,Home Care,PMDA Approved,33095,28475,36315,7606.39,8187.03,8135.17,251733477.1,233125679.3,295428698.6,-0.139598127,0.275329236,0.047518813,15.94,11,4,Active,Full,4.0,Review
MD-0093,UK,Europe,Diabetes Care,CGM Sensors,HOLO CGM Pro 471,Hologic,SKU-DIA-2761,2016,Ambulatory Surgery Center,PMDA Approved,48177,48880,50417,726.37,708.67,731.21,34994327.49,34639789.6,36865414.57,0.014592025,0.031444354,0.022983487,13.88,5,6,Filed,Full,4.0,Clean
MD-0094,Australia,Asia Pacific,Cardiovascular,Stents,ABBO Stents Pro 240,Abbott,SKU-CAR-7453,2015,Outpatient Clinic,Conditional Approval,24460,29100,27341,7661.38,7852.98,7656.52,187397354.8,228521718.0,209336913.3,0.189697465,-0.060446735,0.057253109,11.11,9,8,Filed,Pending,3.9,Clean
MD-0095,France,Europe,Diabetes Care,Blood Glucose Meters,BOST Blood Pro 117,Boston Scientific,SKU-DIA-7438,2019,Outpatient Clinic,Conditional Approval,22544,24309,26238,7373.21,7608.58,7777.78,166221646.2,184956971.2,204073391.6,0.078291341,0.079353326,0.078822203,7.79,5,10,Filed,Unknown,3.2,Clean
MD-0096,Australia,Asia Pacific,Neurology,Neurostents,SMIT Neurostents Pro 797,Smith+Nephew,SKU-NEU-4728,2021,Hospital,Conditional Approval,31986,29642,33586,9315.05,9897.51,9761.47,297951189.3,293381991.4,327848731.4,-0.073282061,0.13305445,0.024705755,2.42,1,9,Expired,Full,4.9,Review
MD-0097,France,Europe,Neurology,EEG Systems,BECT EEG Pro 432,Becton Dickinson,SKU-NEU-4340,2016,Long-Term Care,Conditional Approval,31407,39031,46100,981.11,966.58,959.63,30813721.77,37726583.98,44238943.0,0.242748432,0.181112449,0.211538544,8.54,9,5,Licensed,Pending,4.9,Clean
MD-0098,Canada,North America,Orthopaedics,Spine Fixation,PHIL Spine Pro 806,Philips Healthcare,SKU-ORT-8932,2013,Ambulatory Surgery Center,PMDA Approved,37074,36492,46478,14734.79,15542.69,16281.58,546277604.5,567183843.5,756735275.2,-0.015698333,0.273649019,0.119667295,16.84,13,7,Licensed,Unknown,3.7,Clean
MD-0099,UK,Europe,Cardiovascular,Defibrillators,INSU Defibrillators Pro 865,Insulet Corp,SKU-CAR-7464,2023,Outpatient Clinic,CE Marked,19535,16974,21724,1231.49,1319.72,1375.36,24057157.15,22400927.28,29878320.64,-0.131098029,0.279839755,0.054540319,5.24,9,3,Licensed,Partial,4.7,Clean
MD-0100,Japan,Asia Pacific,Cardiovascular,Stents,STRY Stents Pro 240,Stryker,SKU-CAR-1831,2020,Long-Term Care,CE Marked,42308,40394,36156,4987.89,5097.45,5326.48,211027650.1,205906395.3,192584210.9,-0.045239671,-0.104916572,-0.075559548,15.91,8,6,Active,Partial,4.3,Review
MD-0101,China,Asia Pacific,Wound Care,Compression Systems,EDWA Compression Pro 279,Edwards Lifesciences,SKU-WOU-5676,2020,Hospital,FDA Approved,43249,47935,52288,10860.61,11653.8,12474.87,469710521.9,558624903.0,652286002.6,0.108349326,0.090810473,0.09954493,7.45,8,0,Licensed,Partial,5.0,Clean
MD-0102,UK,Europe,Cardiovascular,Pacemakers,ZIMM Pacemakers Pro 297,Zimmer Biomet,SKU-CAR-2758,2015,Outpatient Clinic,Under Review,42529,46547,49910,14081.48,14977.3,15299.05,598871262.9,697148383.1,763575585.5,0.09447671,0.072249554,0.083306127,11.84,12,2,Active,Unknown,4.5,Clean
MD-0103,USA,North America,Ophthalmology,Tonometers,INTU Tonometers Pro 785,Intuitive Surgical,SKU-OPH-5833,2019,Ambulatory Surgery Center,CE Marked,40539,50076,62778,12413.5,12744.7,12483.96,503230876.5,638203597.2,783718040.9,0.23525494,0.253654445,0.244420687,16.88,1,2,Active,Partial,4.0,Clean
MD-0104,India,Asia Pacific,Diagnostics,X-Ray,INTU X-Ray Pro 576,Intuitive Surgical,SKU-DIA-5374,2015,Outpatient Clinic,Conditional Approval,47874,53034,51320,5425.3,5403.56,5638.38,259730812.2,286572401.0,289361661.6,0.10778293,-0.03231889,0.035364967,16.65,15,6,Filed,Partial,4.4,Clean
MD-0105,Germany,Europe,Ophthalmology,Tonometers,EDWA Tonometers Pro 875,Edwards Lifesciences,SKU-OPH-4618,2013,Ambulatory Surgery Center,Under Review,10539,11115,14393,5635.69,5901.77,6317.3,59394536.91,65598173.55,90924898.9,0.054654142,0.294916779,0.168627119,15.78,2,10,Expired,Partial,4.5,Clean
MD-0106,Brazil,Latin America,Diabetes Care,Blood Glucose Meters,ABBO Blood Pro 310,Abbott,SKU-DIA-2838,2010,Long-Term Care,Conditional Approval,13748,15228,13970,4955.36,5090.33,5002.71,68126289.28,77515545.24,69887858.7,0.107652022,-0.08261098,0.008041568,1.47,3,8,Licensed,Full,3.9,Clean
MD-0107,India,Asia Pacific,Neurology,Deep Brain Stimulators,GE H Deep Pro 817,GE Healthcare,SKU-NEU-8575,2020,Outpatient Clinic,FDA Approved,26448,25509,21717,3307.62,3234.96,3288.68,87479933.76,82520594.64,71420263.56,-0.03550363,-0.148653416,-0.0938429,8.76,5,1,Active,Full,5.0,Review
MD-0108,Japan,Asia Pacific,Wound Care,Skin Substitutes,INTU Skin Pro 456,Intuitive Surgical,SKU-WOU-7887,2015,Home Care,Under Review,25239,25719,29762,9943.8,10235.38,10664.13,250971568.2,263243738.2,317385837.1,0.019018186,0.157198958,0.08591288,2.73,4,8,Active,Partial,3.8,Clean
MD-0109,USA,North America,Orthopaedics,Trauma Plates,SMIT Trauma Pro 215,Smith+Nephew,SKU-ORT-9920,2016,Long-Term Care,Under Review,15551,14950,15036,4170.96,4475.92,4698.61,64862598.96,66915004.0,70648299.96,-0.038647032,0.005752508,-0.016697829,15.97,1,9,Active,Pending,4.5,Clean
MD-0110,China,Asia Pacific,Cardiovascular,Pacemakers,PHIL Pacemakers Pro 157,Philips Healthcare,SKU-CAR-1550,2017,Long-Term Care,FDA Approved,16538,19568,20174,3553.37,3531.69,3761.29,58765633.06,69108109.92,75880264.46,0.183214415,0.030968929,0.104471502,13.3,6,3,Expired,Unknown,4.6,Clean
MD-0111,Australia,Asia Pacific,Wound Care,Compression Systems,STRY Compression Pro 741,Stryker,SKU-WOU-5944,2012,Long-Term Care,CE Marked,27603,27195,23861,14230.38,15180.52,16247.31,392801179.1,412834241.4,387677063.9,-0.014781002,-0.122596065,-0.07025002,16.98,11,0,Licensed,Pending,4.9,Review
MD-0112,Canada,North America,Orthopaedics,Trauma Plates,BECT Trauma Pro 574,Becton Dickinson,SKU-ORT-3444,2014,Home Care,CE Marked,49941,54538,52271,3418.9,3638.84,3587.45,170743284.9,198455055.9,187519599.0,0.092048617,-0.041567348,0.023061608,2.85,4,6,Active,Pending,4.1,Clean
MD-0113,China,Asia Pacific,Orthopaedics,Knee Implants,INSU Knee Pro 994,Insulet Corp,SKU-ORT-8369,2023,Outpatient Clinic,FDA Approved,35603,41871,39179,4063.5,4242.72,4396.82,144672790.5,177646929.1,172263010.8,0.17605258,-0.064292709,0.049019053,13.18,9,12,Active,Partial,4.5,Clean
MD-0114,Brazil,Latin America,Diagnostics,Ultrasound,ZIMM Ultrasound Pro 345,Zimmer Biomet,SKU-DIA-1251,2013,Ambulatory Surgery Center,FDA Approved,49447,64271,68481,3676.77,3810.91,3782.31,181805246.2,244930996.6,259016371.1,0.299795741,0.065503882,0.176833636,11.85,5,6,Filed,Unknown,3.9,Clean
MD-0115,France,Europe,Diabetes Care,Insulin Pens,SIEM Insulin Pro 367,Siemens Healthineers,SKU-DIA-2615,2022,Home Care,PMDA Approved,13812,14044,14553,8459.74,8411.86,8294.53,116845928.9,118136161.8,120710295.1,0.016796988,0.036243236,0.026474062,4.53,10,2,Licensed,Unknown,3.4,Clean
MD-0116,Brazil,Latin America,Diabetes Care,Blood Glucose Meters,ZIMM Blood Pro 655,Zimmer Biomet,SKU-DIA-9005,2021,Home Care,Under Review,11525,13596,13711,2142.38,2206.91,2185.38,24690929.5,30005148.36,29963745.18,0.179696312,0.00845837,0.090722064,12.19,13,1,Active,Full,4.9,Clean
MD-0117,India,Asia Pacific,Diagnostics,CT Scanners,ABBO CT Pro 599,Abbott,SKU-DIA-3474,2010,Ambulatory Surgery Center,Conditional Approval,30385,30930,34889,10017.98,10396.83,10637.54,304396322.3,321573951.9,371133133.1,0.017936482,0.127998707,0.071555428,0.71,9,8,Active,Full,4.1,Clean
MD-0118,Canada,North America,Orthopaedics,Knee Implants,GE H Knee Pro 914,GE Healthcare,SKU-ORT-8054,2022,Ambulatory Surgery Center,FDA Approved,6812,7397,7089,9315.72,9294.91,9378.46,63458684.64,68754449.27,66483902.94,0.085877863,-0.041638502,0.020129176,8.53,4,5,Licensed,Full,4.9,Clean
MD-0119,UK,Europe,Ophthalmology,IOLs,SMIT IOLs Pro 544,Smith+Nephew,SKU-OPH-1519,2011,Home Care,Under Review,25218,27707,24250,191.28,189.15,193.88,4823699.04,5240779.05,4701590.0,0.098699342,-0.124769914,-0.019380441,4.52,15,8,Filed,Full,4.8,Clean
MD-0120,Brazil,Latin America,Orthopaedics,Knee Implants,INSU Knee Pro 247,Insulet Corp,SKU-ORT-2218,2020,Outpatient Clinic,Conditional Approval,37430,42900,39927,12763.89,12402.96,12313.5,477752402.7,532086984.0,491641114.5,0.14613946,-0.069300699,0.032817116,4.71,14,4,Licensed,Full,3.3,Review
MD-0121,Canada,North America,Orthopaedics,Trauma Plates,INTU Trauma Pro 887,Intuitive Surgical,SKU-ORT-3292,2022,Hospital,Conditional Approval,49354,63589,55587,6584.47,6994.38,7046.59,324969932.4,444765629.8,391698798.3,0.28842647,-0.125839375,0.061268905,14.21,8,0,Licensed,Unknown,4.3,Review
MD-0122,China,Asia Pacific,Orthopaedics,Trauma Plates,BECT Trauma Pro 489,Becton Dickinson,SKU-ORT-4043,2020,Long-Term Care,Under Review,6116,7323,7197,3734.42,3652.58,3650.67,22839712.72,26747843.34,26273871.99,0.19735121,-0.017206063,0.084780858,2.1,5,5,Expired,Pending,3.7,Review
MD-0123,France,Europe,Wound Care,Compression Systems,ABBO Compression Pro 711,Abbott,SKU-WOU-3170,2011,Ambulatory Surgery Center,Under Review,29915,32925,35578,1594.23,1562.12,1610.49,47691390.45,51432801.0,57298013.22,0.100618419,0.080577069,0.090551707,7.29,2,0,Filed,Pending,3.6,Clean
MD-0124,China,Asia Pacific,Diabetes Care,Insulin Pumps,SMIT Insulin Pro 901,Smith+Nephew,SKU-DIA-7237,2012,Ambulatory Surgery Center,PMDA Approved,20234,19642,17985,2549.75,2550.66,2558.24,51591641.5,50100063.72,46009946.4,-0.029257685,-0.084360045,-0.057211344,13.12,8,4,Active,Unknown,4.9,Clean
MD-0125,Australia,Asia Pacific,Diagnostics,X-Ray,ABBO X-Ray Pro 943,Abbott,SKU-DIA-3219,2014,Hospital,Under Review,22272,27366,27939,12939.86,13178.27,13407.15,288196561.9,360636536.8,374582363.9,0.228717672,0.020938391,0.120020108,12.67,8,5,Expired,Unknown,4.2,Clean
MD-0126,Japan,Asia Pacific,Neurology,Neurostents,ZIMM Neurostents Pro 658,Zimmer Biomet,SKU-NEU-9044,2019,Ambulatory Surgery Center,PMDA Approved,25145,24544,29542,5506.98,5906.39,5859.01,138473012.1,144966436.2,173086873.4,-0.023901372,0.203634289,0.083912256,12.9,8,11,Expired,Full,3.9,Clean
MD-0127,Germany,Europe,Wound Care,Dressings,SMIT Dressings Pro 590,Smith+Nephew,SKU-WOU-9180,2012,Outpatient Clinic,CE Marked,17059,19556,22916,11846.7,11587.69,12502.85,202092855.3,226608865.6,286515310.6,0.146374348,0.171814277,0.159024516,17.45,12,8,Licensed,Pending,3.1,Clean
MD-0128,Australia,Asia Pacific,Ophthalmology,IOLs,ABBO IOLs Pro 439,Abbott,SKU-OPH-5067,2020,Outpatient Clinic,CE Marked,42901,48293,53288,9693.22,10092.02,10862.54,415848831.2,487373921.9,578843031.5,0.125684716,0.103431139,0.114502386,4.39,12,0,Licensed,Full,3.2,Clean
MD-0129,Canada,North America,Diabetes Care,Insulin Pumps,SIEM Insulin Pro 187,Siemens Healthineers,SKU-DIA-7129,2016,Home Care,Conditional Approval,45748,49188,49445,417.21,409.49,415.94,19086523.08,20141994.12,20566153.3,0.075194544,0.005224852,0.039621218,8.47,4,5,Active,Partial,3.6,Clean
MD-0130,Brazil,Latin America,Orthopaedics,Trauma Plates,ABBO Trauma Pro 793,Abbott,SKU-ORT-8178,2021,Home Care,PMDA Approved,4902,4829,5865,1770.52,1882.79,1960.51,8679089.04,9091992.91,11498391.15,-0.014891881,0.214537171,0.093823765,3.3,9,8,Expired,Partial,3.3,Review
MD-0131,Brazil,Latin America,Diagnostics,X-Ray,SMIT X-Ray Pro 319,Smith+Nephew,SKU-DIA-4022,2012,Home Care,Under Review,2413,2851,3556,6771.15,6887.96,6684.69,16338784.95,19637573.96,23770757.64,0.181516784,0.247281656,0.213953957,14.43,10,12,Expired,Unknown,4.4,Clean
MD-0132,Canada,North America,Diagnostics,Ultrasound,EDWA Ultrasound Pro 701,Edwards Lifesciences,SKU-DIA-4228,2017,Hospital,PMDA Approved,44455,55043,59857,9604.67,9947.24,10317.71,426975604.9,547525931.3,617587167.5,0.238173434,0.087458896,0.1603718,11.3,14,5,Active,Unknown,4.7,Clean
MD-0133,Australia,Asia Pacific,Diabetes Care,CGM Sensors,SMIT CGM Pro 688,Smith+Nephew,SKU-DIA-3194,2015,Hospital,CE Marked,20513,18515,18848,2163.31,2190.85,2268.86,44375978.03,40563587.75,42763473.28,-0.097401648,0.017985417,-0.041442772,9.9,15,2,Licensed,Pending,4.0,Clean
MD-0134,Canada,North America,Diagnostics,X-Ray,ZIMM X-Ray Pro 675,Zimmer Biomet,SKU-DIA-3298,2012,Outpatient Clinic,Under Review,41093,35920,36335,193.27,190.37,201.73,7942044.11,6838090.4,7329859.55,-0.125885187,0.011553452,-0.059673537,12.93,8,10,Licensed,Pending,4.0,Review
MD-0135,Japan,Asia Pacific,Cardiovascular,Pacemakers,INTU Pacemakers Pro 662,Intuitive Surgical,SKU-CAR-4613,2014,Hospital,PMDA Approved,15235,16635,15398,6886.95,7242.85,7635.78,104922683.3,120484809.8,117575740.4,0.091893666,-0.074361286,0.005335291,14.91,6,4,Active,Full,4.6,Clean
MD-0136,USA,North America,Wound Care,Dressings,GE H Dressings Pro 986,GE Healthcare,SKU-WOU-4580,2016,Hospital,CE Marked,20010,24885,21513,3979.09,4237.1,4150.53,79621590.9,105440233.5,89290351.89,0.243628186,-0.135503315,0.036876291,10.79,6,3,Active,Partial,4.6,Clean
MD-0137,India,Asia Pacific,Diagnostics,CT Scanners,INTU CT Pro 396,Intuitive Surgical,SKU-DIA-4385,2023,Ambulatory Surgery Center,FDA Approved,37860,38157,37259,8104.59,8149.99,8536.67,306839777.4,310979168.4,318067787.5,0.007844691,-0.023534345,-0.007968888,14.25,15,2,Filed,Full,4.9,Clean
MD-0138,UK,Europe,Wound Care,Skin Substitutes,DEPU Skin Pro 524,DePuy Synthes,SKU-WOU-3174,2013,Ambulatory Surgery Center,PMDA Approved,16723,19944,23021,7367.41,7614.34,7610.98,123205197.4,151860397.0,175212370.6,0.192608982,0.15428199,0.173288996,15.9,2,1,Licensed,Pending,4.3,Review
MD-0139,Canada,North America,Ophthalmology,Tonometers,DEPU Tonometers Pro 780,DePuy Synthes,SKU-OPH-7046,2017,Home Care,PMDA Approved,38639,32886,39409,11004.22,11558.86,11795.0,425192056.6,380124670.0,464829155.0,-0.148891017,0.198351882,0.009914874,4.31,7,12,Filed,Full,4.1,Clean
MD-0140,Brazil,Latin America,Orthopaedics,Spine Fixation,HOLO Spine Pro 201,Hologic,SKU-ORT-5646,2015,Long-Term Care,Conditional Approval,9058,10006,10690,5188.91,5422.83,5289.02,47001146.78,54260836.98,56539623.8,0.104658865,0.068358985,0.086357318,3.26,8,1,Licensed,Full,4.9,Clean
MD-0141,India,Asia Pacific,Diagnostics,CT Scanners,INSU CT Pro 740,Insulet Corp,SKU-DIA-5945,2012,Outpatient Clinic,FDA Approved,43399,43928,38968,9984.41,10397.57,10144.87,433313409.6,456744455.0,395325294.2,0.012189221,-0.112912038,-0.052423685,12.81,1,6,Filed,Partial,4.3,Clean
MD-0142,Brazil,Latin America,Cardiovascular,Stents,PHIL Stents Pro 172,Philips Healthcare,SKU-CAR-4705,2018,Home Care,FDA Approved,1028,1195,1455,14822.92,15066.82,14833.88,15237961.76,18004849.9,21583295.4,0.162451362,0.217573222,0.189693091,2.29,6,1,Expired,Pending,4.5,Clean
MD-0143,UK,Europe,Diagnostics,X-Ray,INTU X-Ray Pro 866,Intuitive Surgical,SKU-DIA-3181,2020,Ambulatory Surgery Center,FDA Approved,35267,38916,43766,2503.54,2525.15,2508.58,88292345.18,98268737.4,109790512.3,0.103467831,0.124627403,0.113997379,15.55,2,9,Expired,Pending,4.4,Clean
MD-0144,Japan,Asia Pacific,Wound Care,Negative Pressure Devices,PHIL Negative Pro 391,Philips Healthcare,SKU-WOU-7291,2015,Home Care,PMDA Approved,9663,9291,10592,3760.1,3895.88,4088.06,36333846.3,36196621.08,43300731.52,-0.038497361,0.140027984,0.046967008,9.42,12,3,Active,Unknown,4.0,Review
MD-0145,UK,Europe,Ophthalmology,IOLs,INTU IOLs Pro 424,Intuitive Surgical,SKU-OPH-4921,2017,Home Care,FDA Approved,16299,17518,19572,7947.88,8564.21,9236.99,129542496.1,150027830.8,180786368.3,0.074789864,0.117250828,0.095814704,10.06,3,9,Expired,Pending,3.8,Review
MD-0146,Germany,Europe,Cardiovascular,Pacemakers,MEDT Pacemakers Pro 184,Medtronic,SKU-CAR-5295,2013,Hospital,FDA Approved,26581,28653,32459,7540.68,7659.05,8020.55,200438815.1,219454759.7,260339032.5,0.077950416,0.132830768,0.105049952,9.45,4,1,Expired,Unknown,3.6,Clean
MD-0147,Canada,North America,Orthopaedics,Trauma Plates,PHIL Trauma Pro 782,Philips Healthcare,SKU-ORT-2083,2014,Home Care,CE Marked,4294,4122,5218,1784.0,1850.64,1806.32,7660496.0,7628338.08,9425377.76,-0.040055892,0.265890344,0.102353835,12.78,3,0,Expired,Full,4.4,Review
MD-0148,France,Europe,Diabetes Care,Blood Glucose Meters,BOST Blood Pro 742,Boston Scientific,SKU-DIA-7092,2012,Outpatient Clinic,FDA Approved,2423,2424,2528,7881.62,7873.14,8481.38,19097165.26,19084491.36,21440928.64,0.000412712,0.04290429,0.02143757,1.47,14,7,Active,Pending,4.0,Clean
MD-0149,Japan,Asia Pacific,Orthopaedics,Hip Implants,ZIMM Hip Pro 492,Zimmer Biomet,SKU-ORT-2685,2019,Hospital,CE Marked,49047,52920,46030,12950.78,12910.64,13193.31,635196906.7,683231068.8,607288059.3,0.078965074,-0.130196523,-0.031244317,16.49,12,0,Expired,Partial,4.1,Review
MD-0150,China,Asia Pacific,Orthopaedics,Hip Implants,BECT Hip Pro 147,Becton Dickinson,SKU-ORT-6241,2014,Hospital,Conditional Approval,24932,22531,25978,837.45,832.89,855.16,20879303.4,18765844.59,22215346.48,-0.096301941,0.152989215,0.020761537,14.04,5,7,Licensed,Full,4.7,Clean
MD-0151,Germany,Europe,Diabetes Care,Insulin Pens,MEDT Insulin Pro 894,Medtronic,SKU-DIA-7044,2013,Outpatient Clinic,Conditional Approval,20417,24149,23162,5555.69,5982.95,6460.13,113430522.7,144482259.6,149629531.1,0.182788852,-0.040871258,0.065104119,7.68,4,2,Expired,Partial,3.0,Clean
MD-0152,France,Europe,Ophthalmology,IOLs,EDWA IOLs Pro 245,Edwards Lifesciences,SKU-OPH-1023,2022,Home Care,PMDA Approved,7312,6890,8904,6326.25,6805.34,7329.23,46257540.0,46888792.6,65259463.92,-0.057713348,0.292307692,0.103505455,16.2,9,0,Filed,Full,4.8,Review
MD-0153,France,Europe,Neurology,Deep Brain Stimulators,PHIL Deep Pro 971,Philips Healthcare,SKU-NEU-2565,2018,Ambulatory Surgery Center,Under Review,5404,6032,5296,9953.54,9798.04,9818.46,53788930.16,59101777.28,51998564.16,0.116210215,-0.122015915,-0.010043029,6.21,8,11,Filed,Pending,4.7,Clean
MD-0154,China,Asia Pacific,Cardiovascular,Stents,BOST Stents Pro 415,Boston Scientific,SKU-CAR-2785,2012,Hospital,CE Marked,29962,31751,32796,8062.07,8675.67,8613.55,241555741.3,275461198.2,282489985.8,0.059708965,0.032912349,0.046224869,14.63,5,1,Licensed,Unknown,3.2,Clean
MD-0155,USA,North America,Diagnostics,Ultrasound,BOST Ultrasound Pro 514,Boston Scientific,SKU-DIA-2494,2021,Ambulatory Surgery Center,PMDA Approved,26468,28613,33040,3939.49,4250.61,4137.62,104270421.3,121622703.9,136706964.8,0.081041257,0.154719883,0.117273393,14.57,3,1,Licensed,Partial,3.9,Clean
MD-0156,USA,North America,Cardiovascular,Stents,BOST Stents Pro 122,Boston Scientific,SKU-CAR-4246,2023,Home Care,PMDA Approved,45476,51553,58776,8755.74,8742.35,9261.66,398176032.2,450694369.6,544363328.2,0.133630926,0.140108238,0.136864969,2.75,15,10,Active,Partial,3.9,Clean
MD-0157,Germany,Europe,Cardiovascular,Defibrillators,MEDT Defibrillators Pro 386,Medtronic,SKU-CAR-3752,2019,Home Care,Under Review,33014,28499,32986,2633.47,2616.67,2592.04,86941378.58,74572478.33,85501031.44,-0.136760162,0.157444121,-0.000424152,11.3,11,0,Licensed,Partial,4.2,Clean
MD-0158,Brazil,Latin America,Neurology,Spinal Cord Stimulators,MEDT Spinal Pro 913,Medtronic,SKU-NEU-2437,2014,Home Care,CE Marked,27974,26288,32809,7910.92,8222.48,8701.34,221300076.1,216152554.2,285482264.1,-0.060270251,0.248059951,0.082976946,8.89,13,12,Active,Pending,4.4,Review
MD-0159,France,Europe,Diabetes Care,Blood Glucose Meters,BECT Blood Pro 642,Becton Dickinson,SKU-DIA-5430,2012,Hospital,PMDA Approved,39632,37593,47107,11689.15,11413.81,12316.28,463264392.8,429079359.3,580183002.0,-0.051448325,0.253079031,0.090234018,12.0,5,2,Filed,Partial,3.2,Clean
MD-0160,USA,North America,Wound Care,Skin Substitutes,PHIL Skin Pro 817,Philips Healthcare,SKU-WOU-7363,2015,Ambulatory Surgery Center,CE Marked,16002,17868,21670,10479.52,11218.72,10916.97,167693279.0,200456089.0,236570739.9,0.116610424,0.212782628,0.163703452,15.14,13,9,Filed,Partial,4.9,Review
MD-0161,Canada,North America,Orthopaedics,Hip Implants,SIEM Hip Pro 233,Siemens Healthineers,SKU-ORT-1621,2011,Hospital,CE Marked,39930,37872,41163,60.22,64.49,63.98,2404584.6,2442365.28,2633608.74,-0.051540195,0.086897972,0.015322135,6.16,1,12,Filed,Partial,4.7,Clean
MD-0162,Australia,Asia Pacific,Ophthalmology,Laser Systems,INTU Laser Pro 239,Intuitive Surgical,SKU-OPH-2817,2023,Long-Term Care,PMDA Approved,5253,5348,6812,5964.15,5851.51,5870.2,31329679.95,31293875.48,39987802.4,0.018084904,0.273747195,0.138763712,9.03,6,12,Expired,Pending,4.3,Clean
MD-0163,Canada,North America,Ophthalmology,Tonometers,STRY Tonometers Pro 889,Stryker,SKU-OPH-3872,2016,Outpatient Clinic,PMDA Approved,8845,8225,6997,10545.03,10893.14,11585.76,93270790.35,89596076.5,81065562.72,-0.070096099,-0.149300912,-0.110579739,14.65,10,9,Active,Partial,3.6,Clean
MD-0164,Australia,Asia Pacific,Cardiovascular,Defibrillators,BOST Defibrillators Pro 754,Boston Scientific,SKU-CAR-6425,2021,Hospital,CE Marked,23228,30012,27777,13285.54,13016.64,13641.26,308596523.1,390655399.7,378913279.0,0.292061305,-0.074470212,0.093545256,4.87,2,0,Filed,Pending,3.5,Clean
